,price,carrier,start_date,end_date,total_stops,dep_time_outbound,dep_time_inbound,duration_outbound,duration_inbound,from,to,day_of_week,outbound_duration_minutes,inbound_duration_minutes,time_of_day_outbound,time_of_day_inbound,day_of_year,month_number,day_of_month,month_number_end,day_of_month_end
276275,1379,KLM,2024-06-20,2024-06-27,1,8:50 PM,11:45 PM,14h 55m, 12h 40m,AMS,KUL,3,895.0,760.0,Morning,Morning,172,6,20,6,27
276276,1399,KLM,2024-06-20,2024-06-27,1,8:50 PM,11:45 PM,14h 50m, 12h 40m,AMS,KUL,3,890.0,760.0,Morning,Morning,172,6,20,6,27
276277,1430,KLM,2024-06-20,2024-06-27,1,5:05 PM,11:45 PM,15h 10m, 12h 40m,AMS,KUL,3,910.0,760.0,Morning,Morning,172,6,20,6,27
276278,1431,Singapore Airlines,2024-06-20,2024-06-27,2,11:15 AM,9:45 PM,14h 50m, 15h 30m,AMS,KUL,3,890.0,930.0,Morning,Morning,172,6,20,6,27
276279,6260,Multiple Airlines,2024-06-20,2024-06-27,2,11:15 AM,2:55 PM,14h 50m, 22h 45m,AMS,KUL,3,890.0,1365.0,Morning,Early Morning,172,6,20,6,27
276280,751,Etihad,2024-06-21,2024-06-28,2,9:45 PM,9:25 AM,16h 25m, 15h 45m,AMS,KUL,4,985.0,945.0,Morning,Morning,173,6,21,6,28
276281,751,Etihad,2024-06-21,2024-06-28,2,9:45 PM,9:25 AM,28h 20m, 15h 45m,AMS,KUL,4,1700.0,945.0,Morning,Morning,173,6,21,6,28
276282,761,Etihad,2024-06-21,2024-06-28,2,9:45 PM,9:35 PM,16h 25m, 27h 35m,AMS,KUL,4,985.0,1655.0,Morning,Morning,173,6,21,6,28
276283,761,Etihad,2024-06-21,2024-06-28,2,9:45 PM,9:35 PM,28h 20m, 27h 35m,AMS,KUL,4,1700.0,1655.0,Morning,Morning,173,6,21,6,28
276284,773,Etihad,2024-06-21,2024-06-28,2,9:45 PM,9:25 AM,40h 25m, 15h 45m,AMS,KUL,4,2425.0,945.0,Morning,Morning,173,6,21,6,28
276285,783,Etihad,2024-06-21,2024-06-28,2,9:45 PM,9:35 PM,40h 25m, 27h 35m,AMS,KUL,4,2425.0,1655.0,Morning,Morning,173,6,21,6,28
276286,1029,Etihad,2024-06-21,2024-06-28,3,9:45 PM,9:35 PM,16h 25m, 21h 0m,AMS,KUL,4,985.0,1260.0,Morning,Morning,173,6,21,6,28
276287,798,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,8:45 AM,20h 15m, 19h 0m,AMS,KUL,4,1215.0,1140.0,Early Morning,Morning,173,6,21,6,28
276288,798,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,8:45 AM,34h 30m, 19h 0m,AMS,KUL,4,2070.0,1140.0,Early Morning,Morning,173,6,21,6,28
276289,798,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,11:05 PM,20h 15m, 20h 5m,AMS,KUL,4,1215.0,1205.0,Early Morning,Morning,173,6,21,6,28
276290,798,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,11:05 PM,20h 15m, 23h 35m,AMS,KUL,4,1215.0,1415.0,Early Morning,Morning,173,6,21,6,28
276291,798,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,11:05 PM,34h 30m, 20h 5m,AMS,KUL,4,2070.0,1205.0,Early Morning,Morning,173,6,21,6,28
276292,798,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,11:05 PM,34h 30m, 23h 35m,AMS,KUL,4,2070.0,1415.0,Early Morning,Morning,173,6,21,6,28
276293,798,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,8:45 AM,16h 35m, 19h 0m,AMS,KUL,4,995.0,1140.0,Morning,Morning,173,6,21,6,28
276294,798,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,8:45 AM,30h 50m, 19h 0m,AMS,KUL,4,1850.0,1140.0,Morning,Morning,173,6,21,6,28
276295,798,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,11:05 PM,16h 35m, 20h 5m,AMS,KUL,4,995.0,1205.0,Morning,Morning,173,6,21,6,28
276296,798,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,11:05 PM,16h 35m, 23h 35m,AMS,KUL,4,995.0,1415.0,Morning,Morning,173,6,21,6,28
276297,798,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,11:05 PM,30h 50m, 20h 5m,AMS,KUL,4,1850.0,1205.0,Morning,Morning,173,6,21,6,28
276298,798,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,11:05 PM,30h 50m, 23h 35m,AMS,KUL,4,1850.0,1415.0,Morning,Morning,173,6,21,6,28
276299,798,Turkish Airlines,2024-06-21,2024-06-28,2,11:10 PM,8:45 AM,25h 55m, 19h 0m,AMS,KUL,4,1555.0,1140.0,Morning,Morning,173,6,21,6,28
276300,798,Turkish Airlines,2024-06-21,2024-06-28,2,11:10 PM,11:05 PM,25h 55m, 20h 5m,AMS,KUL,4,1555.0,1205.0,Morning,Morning,173,6,21,6,28
276301,798,Turkish Airlines,2024-06-21,2024-06-28,2,11:10 PM,11:05 PM,25h 55m, 23h 35m,AMS,KUL,4,1555.0,1415.0,Morning,Morning,173,6,21,6,28
276302,836,Turkish Airlines,2024-06-21,2024-06-28,2,11:20 AM,8:45 AM,23h 30m, 19h 0m,AMS,KUL,4,1410.0,1140.0,Morning,Morning,173,6,21,6,28
276303,836,Turkish Airlines,2024-06-21,2024-06-28,2,11:20 AM,11:05 PM,23h 30m, 20h 5m,AMS,KUL,4,1410.0,1205.0,Morning,Morning,173,6,21,6,28
276304,836,Turkish Airlines,2024-06-21,2024-06-28,2,11:20 AM,11:05 PM,23h 30m, 23h 35m,AMS,KUL,4,1410.0,1415.0,Morning,Morning,173,6,21,6,28
276305,851,Turkish Airlines,2024-06-21,2024-06-28,2,12:35 PM,8:45 AM,22h 15m, 19h 0m,AMS,KUL,4,1335.0,1140.0,Afternoon,Morning,173,6,21,6,28
276306,851,Turkish Airlines,2024-06-21,2024-06-28,2,12:35 PM,11:05 PM,22h 15m, 20h 5m,AMS,KUL,4,1335.0,1205.0,Afternoon,Morning,173,6,21,6,28
276307,851,Turkish Airlines,2024-06-21,2024-06-28,2,12:35 PM,11:05 PM,22h 15m, 23h 35m,AMS,KUL,4,1335.0,1415.0,Afternoon,Morning,173,6,21,6,28
276308,882,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,11:05 PM,20h 15m, 16h 40m,AMS,KUL,4,1215.0,1000.0,Early Morning,Morning,173,6,21,6,28
276309,882,Turkish Airlines,2024-06-21,2024-06-28,2,2:35 PM,11:05 PM,34h 30m, 16h 40m,AMS,KUL,4,2070.0,1000.0,Early Morning,Morning,173,6,21,6,28
276310,882,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,11:05 PM,16h 35m, 16h 40m,AMS,KUL,4,995.0,1000.0,Morning,Morning,173,6,21,6,28
276311,882,Turkish Airlines,2024-06-21,2024-06-28,2,6:15 PM,11:05 PM,30h 50m, 16h 40m,AMS,KUL,4,1850.0,1000.0,Morning,Morning,173,6,21,6,28
276312,853,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,17h 10m, 17h 0m,AMS,KUL,4,1030.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276313,853,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,22h 40m, 17h 0m,AMS,KUL,4,1360.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276314,853,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,17h 10m, 23h 30m,AMS,KUL,4,1030.0,1410.0,Early Morning,Morning,173,6,21,6,28
276315,853,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,22h 40m, 23h 30m,AMS,KUL,4,1360.0,1410.0,Early Morning,Morning,173,6,21,6,28
276316,856,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,34h 0m, 17h 0m,AMS,KUL,4,2040.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276317,856,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,34h 0m, 23h 30m,AMS,KUL,4,2040.0,1410.0,Early Morning,Morning,173,6,21,6,28
276318,859,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,17h 10m, 22h 55m,AMS,KUL,4,1030.0,1375.0,Early Morning,Morning,173,6,21,6,28
276319,859,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,22h 40m, 22h 55m,AMS,KUL,4,1360.0,1375.0,Early Morning,Morning,173,6,21,6,28
276320,862,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,34h 0m, 22h 55m,AMS,KUL,4,2040.0,1375.0,Early Morning,Morning,173,6,21,6,28
276321,935,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,16h 25m, 17h 0m,AMS,KUL,4,985.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276322,935,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,16h 25m, 23h 30m,AMS,KUL,4,985.0,1410.0,Early Morning,Morning,173,6,21,6,28
276323,941,Qatar Airways,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,16h 25m, 22h 55m,AMS,KUL,4,985.0,1375.0,Early Morning,Morning,173,6,21,6,28
276324,1109,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,8:25 PM,17h 10m, 20h 10m,AMS,KUL,4,1030.0,1210.0,Early Morning,Morning,173,6,21,6,28
276326,1109,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,8:25 PM,22h 40m, 20h 10m,AMS,KUL,4,1360.0,1210.0,Early Morning,Morning,173,6,21,6,28
276328,1109,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,9:00 PM,17h 10m, 19h 35m,AMS,KUL,4,1030.0,1175.0,Early Morning,Morning,173,6,21,6,28
276329,1109,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,9:00 PM,22h 40m, 19h 35m,AMS,KUL,4,1360.0,1175.0,Early Morning,Morning,173,6,21,6,28
276330,1191,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,8:25 PM,16h 25m, 20h 10m,AMS,KUL,4,985.0,1210.0,Early Morning,Morning,173,6,21,6,28
276332,1191,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,9:00 PM,16h 25m, 19h 35m,AMS,KUL,4,985.0,1175.0,Early Morning,Morning,173,6,21,6,28
276333,1257,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,9:45 AM,17h 10m, 18h 35m,AMS,KUL,4,1030.0,1115.0,Early Morning,Morning,173,6,21,6,28
276334,1257,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,9:45 AM,22h 40m, 18h 35m,AMS,KUL,4,1360.0,1115.0,Early Morning,Morning,173,6,21,6,28
276335,1339,Qatar Airways,2024-06-21,2024-06-28,3,4:15 PM,9:45 AM,16h 25m, 18h 35m,AMS,KUL,4,985.0,1115.0,Early Morning,Morning,173,6,21,6,28
276336,947,KLM,2024-06-21,2024-06-28,1,9:15 PM,6:50 PM,12h 20m, 20h 45m,AMS,KUL,4,740.0,1245.0,Morning,Morning,173,6,21,6,28
276337,985,KLM,2024-06-21,2024-06-28,2,5:05 PM,6:50 PM,15h 10m, 20h 45m,AMS,KUL,4,910.0,1245.0,Morning,Morning,173,6,21,6,28
276338,985,KLM,2024-06-21,2024-06-28,2,5:05 PM,6:50 PM,18h 25m, 20h 45m,AMS,KUL,4,1105.0,1245.0,Morning,Morning,173,6,21,6,28
276339,985,KLM,2024-06-21,2024-06-28,2,5:05 PM,6:50 PM,21h 25m, 20h 45m,AMS,KUL,4,1285.0,1245.0,Morning,Morning,173,6,21,6,28
276340,985,KLM,2024-06-21,2024-06-28,2,5:05 PM,6:50 PM,22h 50m, 20h 45m,AMS,KUL,4,1370.0,1245.0,Morning,Morning,173,6,21,6,28
276341,985,KLM,2024-06-21,2024-06-28,2,5:05 PM,6:50 PM,23h 45m, 20h 45m,AMS,KUL,4,1425.0,1245.0,Morning,Morning,173,6,21,6,28
276342,1105,KLM,2024-06-21,2024-06-28,1,9:15 PM,9:00 AM,12h 20m, 16h 15m,AMS,KUL,4,740.0,975.0,Morning,Morning,173,6,21,6,28
276343,1142,KLM,2024-06-21,2024-06-28,2,5:05 PM,9:00 AM,15h 10m, 16h 15m,AMS,KUL,4,910.0,975.0,Morning,Morning,173,6,21,6,28
276344,1142,KLM,2024-06-21,2024-06-28,2,5:05 PM,9:00 AM,18h 25m, 16h 15m,AMS,KUL,4,1105.0,975.0,Morning,Morning,173,6,21,6,28
276345,1142,KLM,2024-06-21,2024-06-28,2,5:05 PM,9:00 AM,21h 25m, 16h 15m,AMS,KUL,4,1285.0,975.0,Morning,Morning,173,6,21,6,28
276346,1142,KLM,2024-06-21,2024-06-28,2,5:05 PM,9:00 AM,22h 50m, 16h 15m,AMS,KUL,4,1370.0,975.0,Morning,Morning,173,6,21,6,28
276347,1142,KLM,2024-06-21,2024-06-28,2,5:05 PM,9:00 AM,23h 45m, 16h 15m,AMS,KUL,4,1425.0,975.0,Morning,Morning,173,6,21,6,28
276348,1192,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,16h 30m, 20h 45m,AMS,KUL,4,990.0,1245.0,Morning,Morning,173,6,21,6,28
276349,1192,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,17h 35m, 20h 45m,AMS,KUL,4,1055.0,1245.0,Morning,Morning,173,6,21,6,28
276350,1192,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,19h 25m, 20h 45m,AMS,KUL,4,1165.0,1245.0,Morning,Morning,173,6,21,6,28
276351,1228,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,16h 30m, 20h 45m,AMS,KUL,4,990.0,1245.0,Morning,Morning,173,6,21,6,28
276352,1228,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,17h 35m, 20h 45m,AMS,KUL,4,1055.0,1245.0,Morning,Morning,173,6,21,6,28
276353,1240,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,16h 55m, 20h 45m,AMS,KUL,4,1015.0,1245.0,Morning,Morning,173,6,21,6,28
276354,1240,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,18h 5m, 20h 45m,AMS,KUL,4,1085.0,1245.0,Morning,Morning,173,6,21,6,28
276355,1297,KLM,2024-06-21,2024-06-28,2,8:50 PM,6:50 PM,17h 50m, 20h 45m,AMS,KUL,4,1070.0,1245.0,Morning,Morning,173,6,21,6,28
276356,1348,KLM,2024-06-21,2024-06-28,2,8:50 PM,9:00 AM,16h 30m, 16h 15m,AMS,KUL,4,990.0,975.0,Morning,Morning,173,6,21,6,28
276357,1348,KLM,2024-06-21,2024-06-28,2,8:50 PM,9:00 AM,17h 35m, 16h 15m,AMS,KUL,4,1055.0,975.0,Morning,Morning,173,6,21,6,28
276358,1348,KLM,2024-06-21,2024-06-28,2,8:50 PM,9:00 AM,19h 25m, 16h 15m,AMS,KUL,4,1165.0,975.0,Morning,Morning,173,6,21,6,28
276359,1370,KLM,2024-06-21,2024-06-28,1,9:15 PM,4:10 PM,12h 20m, 21h 45m,AMS,KUL,4,740.0,1305.0,Morning,Early Morning,173,6,21,6,28
276360,1370,KLM,2024-06-21,2024-06-28,1,9:15 PM,5:00 PM,12h 20m, 20h 55m,AMS,KUL,4,740.0,1255.0,Morning,Morning,173,6,21,6,28
276361,1032,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,16h 25m, 23h 30m,AMS,KUL,4,985.0,1410.0,Early Morning,Morning,173,6,21,6,28
276364,1032,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,22h 40m, 23h 30m,AMS,KUL,4,1360.0,1410.0,Early Morning,Morning,173,6,21,6,28
276367,1044,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,16h 25m, 17h 0m,AMS,KUL,4,985.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276370,1044,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,22h 40m, 17h 0m,AMS,KUL,4,1360.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276373,1044,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,16h 25m, 22h 55m,AMS,KUL,4,985.0,1375.0,Early Morning,Morning,173,6,21,6,28
276376,1044,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,22h 40m, 22h 55m,AMS,KUL,4,1360.0,1375.0,Early Morning,Morning,173,6,21,6,28
276379,1057,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:50 AM,16h 25m, 16h 50m,AMS,KUL,4,985.0,1010.0,Early Morning,Morning,173,6,21,6,28
276381,1057,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:50 AM,16h 25m, 18h 5m,AMS,KUL,4,985.0,1085.0,Early Morning,Morning,173,6,21,6,28
276383,1057,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:50 AM,22h 40m, 16h 50m,AMS,KUL,4,1360.0,1010.0,Early Morning,Morning,173,6,21,6,28
276385,1057,Malaysia Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:50 AM,22h 40m, 18h 5m,AMS,KUL,4,1360.0,1085.0,Early Morning,Morning,173,6,21,6,28
276386,1032,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,16h 25m, 23h 30m,AMS,KUL,4,985.0,1410.0,Early Morning,Morning,173,6,21,6,28
276387,1032,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,22h 40m, 23h 30m,AMS,KUL,4,1360.0,1410.0,Early Morning,Morning,173,6,21,6,28
276388,1044,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,16h 25m, 17h 0m,AMS,KUL,4,985.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276389,1044,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,22h 40m, 17h 0m,AMS,KUL,4,1360.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276390,1044,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,16h 25m, 22h 55m,AMS,KUL,4,985.0,1375.0,Early Morning,Morning,173,6,21,6,28
276391,1044,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,22h 40m, 22h 55m,AMS,KUL,4,1360.0,1375.0,Early Morning,Morning,173,6,21,6,28
276392,1055,Multiple Airlines,2024-06-21,2024-06-28,3,4:15 PM,7:10 PM,17h 10m, 20h 35m,AMS,KUL,4,1030.0,1235.0,Early Morning,Morning,173,6,21,6,28
276393,1055,Multiple Airlines,2024-06-21,2024-06-28,3,4:15 PM,7:10 PM,22h 40m, 20h 35m,AMS,KUL,4,1360.0,1235.0,Early Morning,Morning,173,6,21,6,28
276394,1110,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,8:25 PM,17h 10m, 23h 30m,AMS,KUL,4,1030.0,1410.0,Early Morning,Morning,173,6,21,6,28
276395,1122,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,2:55 AM,17h 10m, 17h 0m,AMS,KUL,4,1030.0,1020.0,Early Morning,Early Morning,173,6,21,6,28
276396,1122,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,9:00 PM,17h 10m, 22h 55m,AMS,KUL,4,1030.0,1375.0,Early Morning,Morning,173,6,21,6,28
276397,1227,Multiple Airlines,2024-06-21,2024-06-28,3,4:15 PM,7:10 PM,16h 25m, 20h 35m,AMS,KUL,4,985.0,1235.0,Early Morning,Morning,173,6,21,6,28
276398,1327,Multiple Airlines,2024-06-21,2024-06-28,2,9:15 PM,6:40 PM,12h 20m, 21h 0m,AMS,KUL,4,740.0,1260.0,Morning,Morning,173,6,21,6,28
276399,1365,Multiple Airlines,2024-06-21,2024-06-28,3,5:05 PM,6:40 PM,15h 10m, 21h 0m,AMS,KUL,4,910.0,1260.0,Morning,Morning,173,6,21,6,28
276400,1365,Multiple Airlines,2024-06-21,2024-06-28,3,5:05 PM,6:40 PM,18h 25m, 21h 0m,AMS,KUL,4,1105.0,1260.0,Morning,Morning,173,6,21,6,28
276401,1365,Multiple Airlines,2024-06-21,2024-06-28,3,5:05 PM,6:40 PM,21h 25m, 21h 0m,AMS,KUL,4,1285.0,1260.0,Morning,Morning,173,6,21,6,28
276402,1365,Multiple Airlines,2024-06-21,2024-06-28,3,5:05 PM,6:40 PM,22h 50m, 21h 0m,AMS,KUL,4,1370.0,1260.0,Morning,Morning,173,6,21,6,28
276403,1365,Multiple Airlines,2024-06-21,2024-06-28,3,5:05 PM,6:40 PM,23h 45m, 21h 0m,AMS,KUL,4,1425.0,1260.0,Morning,Morning,173,6,21,6,28
276404,1402,Multiple Airlines,2024-06-21,2024-06-28,2,11:10 PM,8:25 PM,25h 55m, 23h 30m,AMS,KUL,4,1555.0,1410.0,Morning,Morning,173,6,21,6,28
276405,1414,Multiple Airlines,2024-06-21,2024-06-28,2,4:15 PM,8:45 AM,16h 25m, 19h 0m,AMS,KUL,4,985.0,1140.0,Early Morning,Morning,173,6,21,6,28
276406,1414,Multiple Airlines,2024-06-21,2024-06-28,2,6:15 PM,2:55 AM,16h 35m, 17h 0m,AMS,KUL,4,995.0,1020.0,Morning,Early Morning,173,6,21,6,28
276407,1414,Multiple Airlines,2024-06-21,2024-06-28,2,11:10 PM,2:55 AM,25h 55m, 17h 0m,AMS,KUL,4,1555.0,1020.0,Morning,Early Morning,173,6,21,6,28
276408,1414,Multiple Airlines,2024-06-21,2024-06-28,2,11:10 PM,9:00 PM,25h 55m, 22h 55m,AMS,KUL,4,1555.0,1375.0,Morning,Morning,173,6,21,6,28
276409,1571,Multiple Airlines,2024-06-21,2024-06-28,3,8:50 PM,6:40 PM,16h 30m, 21h 0m,AMS,KUL,4,990.0,1260.0,Morning,Morning,173,6,21,6,28
276410,1571,Multiple Airlines,2024-06-21,2024-06-28,3,8:50 PM,6:40 PM,17h 35m, 21h 0m,AMS,KUL,4,1055.0,1260.0,Morning,Morning,173,6,21,6,28
276411,1077,China Airlines,2024-06-21,2024-06-28,2,11:00 AM,2:55 PM,20h 25m, 22h 45m,AMS,KUL,4,1225.0,1365.0,Morning,Early Morning,173,6,21,6,28
276412,1327,China Airlines,2024-06-21,2024-06-28,2,11:00 AM,2:55 PM,44h 25m, 22h 45m,AMS,KUL,4,2665.0,1365.0,Morning,Early Morning,173,6,21,6,28
276413,1084,Cathay Pacific,2024-06-21,2024-06-28,2,12:15 PM,1:10 PM,17h 55m, 23h 30m,AMS,KUL,4,1075.0,1410.0,Afternoon,Early Morning,173,6,21,6,28
276414,1319,Cathay Pacific,2024-06-21,2024-06-28,2,12:15 PM,1:10 PM,22h 30m, 23h 30m,AMS,KUL,4,1350.0,1410.0,Afternoon,Early Morning,173,6,21,6,28
276415,1319,Cathay Pacific,2024-06-21,2024-06-28,2,12:15 PM,5:45 PM,17h 55m, 18h 55m,AMS,KUL,4,1075.0,1135.0,Afternoon,Morning,173,6,21,6,28
276416,1443,Cathay Pacific,2024-06-21,2024-06-28,2,12:15 PM,1:10 PM,24h 10m, 23h 30m,AMS,KUL,4,1450.0,1410.0,Afternoon,Early Morning,173,6,21,6,28
276417,1554,Cathay Pacific,2024-06-21,2024-06-28,2,12:15 PM,5:45 PM,22h 30m, 18h 55m,AMS,KUL,4,1350.0,1135.0,Afternoon,Morning,173,6,21,6,28
276418,1678,Cathay Pacific,2024-06-21,2024-06-28,2,12:15 PM,5:45 PM,24h 10m, 18h 55m,AMS,KUL,4,1450.0,1135.0,Afternoon,Morning,173,6,21,6,28
276419,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,2:40 AM,15h 0m, 16h 35m,AMS,KUL,4,900.0,995.0,Morning,Early Morning,173,6,21,6,28
276420,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,2:40 AM,15h 0m, 23h 20m,AMS,KUL,4,900.0,1400.0,Morning,Early Morning,173,6,21,6,28
276421,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,2:40 AM,20h 45m, 16h 35m,AMS,KUL,4,1245.0,995.0,Morning,Early Morning,173,6,21,6,28
276422,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,2:40 AM,20h 45m, 23h 20m,AMS,KUL,4,1245.0,1400.0,Morning,Early Morning,173,6,21,6,28
276423,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,2:40 AM,28h 10m, 16h 35m,AMS,KUL,4,1690.0,995.0,Morning,Early Morning,173,6,21,6,28
276424,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,2:40 AM,28h 10m, 23h 20m,AMS,KUL,4,1690.0,1400.0,Morning,Early Morning,173,6,21,6,28
276425,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,10:15 AM,15h 0m, 15h 45m,AMS,KUL,4,900.0,945.0,Morning,Morning,173,6,21,6,28
276426,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,10:15 AM,20h 45m, 15h 45m,AMS,KUL,4,1245.0,945.0,Morning,Morning,173,6,21,6,28
276427,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,10:15 AM,28h 10m, 15h 45m,AMS,KUL,4,1690.0,945.0,Morning,Morning,173,6,21,6,28
276428,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,7:20 PM,15h 0m, 20h 0m,AMS,KUL,4,900.0,1200.0,Morning,Morning,173,6,21,6,28
276429,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,7:20 PM,15h 0m, 23h 55m,AMS,KUL,4,900.0,1435.0,Morning,Morning,173,6,21,6,28
276430,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,7:20 PM,20h 45m, 20h 0m,AMS,KUL,4,1245.0,1200.0,Morning,Morning,173,6,21,6,28
276431,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,7:20 PM,20h 45m, 23h 55m,AMS,KUL,4,1245.0,1435.0,Morning,Morning,173,6,21,6,28
276432,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,7:20 PM,28h 10m, 20h 0m,AMS,KUL,4,1690.0,1200.0,Morning,Morning,173,6,21,6,28
276433,1125,Emirates,2024-06-21,2024-06-28,2,11:40 AM,7:20 PM,28h 10m, 23h 55m,AMS,KUL,4,1690.0,1435.0,Morning,Morning,173,6,21,6,28
276434,1125,Emirates,2024-06-21,2024-06-28,2,3:20 PM,2:40 AM,17h 5m, 16h 35m,AMS,KUL,4,1025.0,995.0,Early Morning,Early Morning,173,6,21,6,28
276435,1125,Emirates,2024-06-21,2024-06-28,2,3:20 PM,2:40 AM,17h 5m, 23h 20m,AMS,KUL,4,1025.0,1400.0,Early Morning,Early Morning,173,6,21,6,28
276436,1125,Emirates,2024-06-21,2024-06-28,2,3:20 PM,2:40 AM,24h 30m, 16h 35m,AMS,KUL,4,1470.0,995.0,Early Morning,Early Morning,173,6,21,6,28
276437,1125,Emirates,2024-06-21,2024-06-28,2,3:20 PM,2:40 AM,24h 30m, 23h 20m,AMS,KUL,4,1470.0,1400.0,Early Morning,Early Morning,173,6,21,6,28
276438,1125,Emirates,2024-06-21,2024-06-28,2,3:20 PM,10:15 AM,17h 5m, 15h 45m,AMS,KUL,4,1025.0,945.0,Early Morning,Morning,173,6,21,6,28
